table,field,table_in_schema,field_in_schema,field_type,field_length
n_balance_merge(IPO资产负债表（合并）),bame00580n,IPO资产负债表（合并）,代付赔款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02080n,IPO资产负债表（合并）,其他应付款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01450n,IPO资产负债表（合并）,开发支出,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01220n,IPO资产负债表（合并）,在建工程,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01600n,IPO资产负债表（合并）,短期借款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01830n,IPO资产负债表（合并）,预收账款及合同负债,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01680n,IPO资产负债表（合并）,吸收存款及同业存放,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01070n,IPO资产负债表（合并）,长期股权投资,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02720n,IPO资产负债表（合并）,盈余公积,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00010n,IPO资产负债表（合并）,资产：,tinyint(1),3
n_balance_merge(IPO资产负债表（合并）),bame00240n,IPO资产负债表（合并）,其他非流动金融资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00620n,IPO资产负债表（合并）,其他应收款坏账准备,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02110n,IPO资产负债表（合并）,未到期责任准备金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00090n,IPO资产负债表（合并）,期货保证金存款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00850n,IPO资产负债表（合并）,持有待售资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02340n,IPO资产负债表（合并）,应付债券,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02570n,IPO资产负债表（合并）,负债合计,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00470n,IPO资产负债表（合并）,应收分保寿险责任准备金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02190n,IPO资产负债表（合并）,保险合同准备金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01110n,IPO资产负债表（合并）,持有待售非流动资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01340n,IPO资产负债表（合并）,消耗性生物资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01720n,IPO资产负债表（合并）,交易性金融负债,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01950n,IPO资产负债表（合并）,应交税金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01570n,IPO资产负债表（合并）,资产总计,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01190n,IPO资产负债表（合并）,固定资产净值,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02600n,IPO资产负债表（合并）,国有资本,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00130n,IPO资产负债表（合并）,应收质押保证金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),contextref,IPO资产负债表（合并）,set_default_none,,
n_balance_merge(IPO资产负债表（合并）),bame00740n,IPO资产负债表（合并）,产成品,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02220n,IPO资产负债表（合并）,信用交易代理买卖证券款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02830n,IPO资产负债表（合并）,现金股利,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00510n,IPO资产负债表（合并）,定期存款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02450n,IPO资产负债表（合并）,租赁保证金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02680n,IPO资产负债表（合并）,资本公积,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00970n,IPO资产负债表（合并）,可供出售金融资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00360n,IPO资产负债表（合并）,预付手续费,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02070n,IPO资产负债表（合并）,应付内部往来,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00590n,IPO资产负债表（合并）,发放贷款及垫款—短期,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01000n,IPO资产负债表（合并）,持有至到期投资减值准备,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01230n,IPO资产负债表（合并）,在建工程减值准备,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01610n,IPO资产负债表（合并）,短期保理借款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01840n,IPO资产负债表（合并）,合同负债,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01080n,IPO资产负债表（合并）,长期股权投资减值准备,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01460n,IPO资产负债表（合并）,抵债资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01690n,IPO资产负债表（合并）,拆入资金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02710n,IPO资产负债表（合并）,专项储备,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00020n,IPO资产负债表（合并）,流动资产：,tinyint(1),3
n_balance_merge(IPO资产负债表（合并）),pageIndex,IPO资产负债表（合并）,set_default_none,,
n_balance_merge(IPO资产负债表（合并）),bame00630n,IPO资产负债表（合并）,其他应收款中的其他应收款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02330n,IPO资产负债表（合并）,非流动衍生金融负债,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00400n,IPO资产负债表（合并）,应收风险损失款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02100n,IPO资产负债表（合并）,短期应付债券,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02560n,IPO资产负债表（合并）,其他负债,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02790n,IPO资产负债表（合并）,大灾风险利润准备金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00860n,IPO资产负债表（合并）,碳排放权,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00250n,IPO资产负债表（合并）,其他权益工具投资,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00480n,IPO资产负债表（合并）,应收分保长期健康险责任准备金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02180n,IPO资产负债表（合并）,代理客户结算款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01540n,IPO资产负债表（合并）,特准储备物资,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01770n,IPO资产负债表（合并）,应付票据,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01310n,IPO资产负债表（合并）,生产性生物资产累计折旧,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00710n,IPO资产负债表（合并）,存货,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01160n,IPO资产负债表（合并）,固定资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01390n,IPO资产负债表（合并）,剧目创编,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00100n,IPO资产负债表（合并）,存放同业款项,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00330n,IPO资产负债表（合并）,应收保理款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00560n,IPO资产负债表（合并）,应收佣金及手续费,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00790n,IPO资产负债表（合并）,受托代销商品,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02400n,IPO资产负债表（合并）,保险保障基金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02860n,IPO资产负债表（合并）,归属于母公司普通股股东权益合计,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02630n,IPO资产负债表（合并）,个人资本,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00180n,IPO资产负债表（合并）,融出资金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00940n,IPO资产负债表（合并）,发放贷款及垫款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01920n,IPO资产负债表（合并）,应付工资,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02020n,IPO资产负债表（合并）,应付证券清算款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02480n,IPO资产负债表（合并）,专项应付款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02250n,IPO资产负债表（合并）,持有待售负债,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01430n,IPO资产负债表（合并）,期货会员资格,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01890n,IPO资产负债表（合并）,已结算尚未完工款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01660n,IPO资产负债表（合并）,应付短期融资款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01200n,IPO资产负债表（合并）,固定资产减值准备,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00600n,IPO资产负债表（合并）,应收股利,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01050n,IPO资产负债表（合并）,长期应收款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01280n,IPO资产负债表（合并）,固定资产清理,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00220n,IPO资产负债表（合并）,交易性金融资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00450n,IPO资产负债表（合并）,应收分保未到期责任准备金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00680n,IPO资产负债表（合并）,应收款项,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02510n,IPO资产负债表（合并）,递延收益,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02740n,IPO资产负债表（合并）,任意公积金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00070n,IPO资产负债表（合并）,银行存款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00830n,IPO资产负债表（合并）,短期可供出售金融资产,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02130n,IPO资产负债表（合并）,已发生未报告未决赔款准备金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02360n,IPO资产负债表（合并）,应付债券中的永续债,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02590n,IPO资产负债表（合并）,股本,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01810n,IPO资产负债表（合并）,预收款项,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01550n,IPO资产负债表（合并）,非流动资产合计,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01780n,IPO资产负债表（合并）,应付账款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01320n,IPO资产负债表（合并）,生产性生物资产减值准备,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame01930n,IPO资产负债表（合并）,应付福利费,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),stamp,IPO资产负债表（合并）,set_default_none,,
n_balance_merge(IPO资产负债表（合并）),bame01170n,IPO资产负债表（合并）,固定资产原价,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02620n,IPO资产负债表（合并）,民营资本,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02850n,IPO资产负债表（合并）,母公司拨款,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00110n,IPO资产负债表（合并）,贵金属,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00570n,IPO资产负债表（合并）,其他应收款净额,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00340n,IPO资产负债表（合并）,预付款项,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00720n,IPO资产负债表（合并）,原材料,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame00190n,IPO资产负债表（合并）,拨付所属资金,"decimal(19,4)",21
n_balance_merge(IPO资产负债表（合并）),bame02010n,IPO资产负债表（合并）,应付股利,"decimal(19,4)",21
